,Cidade,Area,Quartos,Banheiros,Vagas Garagem,Andar,Animal,Mobiliado
2253,0,176,3,5,3,3,True,False
2254,1,170,3,3,2,9,True,False
2255,1,24,1,1,0,3,True,False
2256,1,70,2,1,0,-,True,False
2257,1,107,2,2,1,-,True,False
2258,1,113,3,2,1,4,True,False
2259,1,138,3,3,2,-,True,False
2260,1,124,3,2,3,7,True,False
2261,0,291,4,3,2,-,True,False
2262,1,117,2,3,3,15,True,False
2263,1,450,4,5,4,-,True,False
2264,1,530,4,6,4,11,True,False
2265,1,180,3,3,2,11,True,False
2266,0,87,3,1,1,6,True,False
2267,1,96,2,2,2,25,False,True
2268,1,120,3,4,1,10,True,False
2269,1,63,2,2,1,11,False,False
2270,1,126,2,3,1,9,True,True
2271,1,140,3,3,1,15,True,False
2272,1,100,2,3,2,2,True,False
2273,0,94,2,2,2,3,True,False
2274,1,174,3,4,3,15,False,False
2275,1,100,3,2,2,-,True,True
2276,1,69,2,2,2,5,True,False
2277,1,29,1,1,0,18,True,False
2278,1,180,3,3,1,3,True,False
2279,1,300,2,3,2,-,True,False
2280,0,110,3,3,2,-,True,False
2281,1,230,4,3,3,3,True,False
2282,1,94,2,1,0,3,True,False
2283,1,136,3,3,3,15,True,True
2284,1,65,3,2,1,2,True,False
2285,1,98,3,2,0,-,True,False
2286,0,560,7,7,8,-,True,False
2287,1,136,3,2,1,10,False,True
2288,1,80,2,1,0,1,False,False
2289,1,110,3,3,1,11,True,True
2290,1,48,1,1,1,8,False,False
2291,1,450,5,4,3,-,True,False
2292,1,250,4,5,4,2,True,True
2293,1,500,4,5,4,-,False,True
2294,0,89,3,2,1,7,True,False
2295,1,400,5,3,6,-,True,False
2296,1,90,3,2,2,1,True,False
2297,1,47,2,2,2,6,True,True
2298,1,40,1,1,1,13,True,False
2299,0,175,3,2,0,-,False,False
2300,1,80,2,2,2,4,True,False
2301,0,63,2,1,1,1,False,False
2302,1,40,1,1,0,16,True,False
2303,1,35,1,1,0,1,False,False
2304,1,390,3,3,2,-,True,False
2305,1,40,1,1,0,1,False,False
2306,1,135,3,3,2,14,True,True
2307,1,37,1,1,0,12,False,False
2308,1,60,2,2,1,22,False,True
2309,1,380,4,2,4,-,True,False
2310,0,55,1,1,1,3,False,False
2311,1,140,3,3,2,-,True,True
2312,1,171,3,2,1,13,True,False
2313,1,45,1,1,1,12,False,False
2314,1,300,3,2,4,-,True,False
2315,0,430,4,5,5,-,True,False
2316,1,217,3,4,3,1,True,False
2317,1,58,2,1,1,4,False,True
2318,1,45,2,1,0,1,False,False
2319,1,55,2,1,1,18,True,False
2320,1,200,2,2,6,-,True,False
2321,1,59,2,2,1,3,True,False
2322,1,38,1,1,1,12,True,True
2323,1,65,2,2,1,14,False,False
2324,1,170,3,2,1,12,True,True
2325,0,470,4,4,4,15,True,False
2326,1,340,4,5,5,12,True,False
2327,0,60,1,1,0,3,True,False
2328,1,40,2,1,0,11,True,False
2329,1,160,3,3,2,-,True,False
2330,1,20,1,1,0,5,True,True
2331,1,45,1,1,0,12,False,False
2332,1,52,2,1,0,3,True,False
2333,0,276,3,4,3,11,True,False
2334,1,30,1,1,0,-,False,False
2335,1,51,2,1,1,16,False,False
2336,1,230,4,6,4,12,True,False
2337,1,50,1,1,1,13,True,False
2338,1,380,4,6,4,7,True,False
2339,1,120,3,1,4,-,True,False
2340,1,300,4,3,2,-,True,True
2341,1,198,3,2,2,8,True,False
2342,1,98,2,2,0,8,True,False
2343,0,50,1,1,0,3,True,False
2344,1,62,2,2,1,8,True,False
2345,1,50,2,2,1,4,True,True
2346,1,190,3,2,1,-,True,True
2347,1,80,3,3,0,1,False,False
2348,1,235,4,4,4,5,True,True
2349,1,305,3,3,3,8,True,False
2350,1,42,1,1,0,6,True,False
2351,1,120,2,2,2,-,True,False
2352,1,80,3,3,2,-,False,True
2353,1,300,4,3,3,20,True,False
2354,1,106,3,2,2,6,True,False
2355,1,54,1,1,1,2,True,True
2356,1,120,2,3,0,-,True,False
2357,1,78,3,3,2,10,True,False
2358,1,70,2,1,0,24,False,True
2359,1,65,3,2,1,2,True,False
2360,1,40,1,1,0,9,True,False
2361,1,277,2,3,4,19,True,False
2362,1,50,2,1,1,12,True,False
2363,1,284,3,2,2,9,True,True
2364,1,34,1,1,0,12,True,True
2365,1,42,1,1,1,9,True,False
2366,1,260,3,4,2,-,True,False
2367,0,440,4,4,4,-,False,False
2368,1,150,3,2,0,3,True,False
2369,1,198,4,4,3,10,True,False
2370,0,55,1,1,1,-,True,True
2371,0,43,1,1,1,3,True,True
2372,1,90,2,2,2,16,False,True
2373,1,600,5,7,5,-,True,False
2374,1,311,4,4,4,7,True,True
2375,1,57,2,1,1,24,True,True
2376,1,92,3,2,2,-,False,False
2377,1,125,3,3,2,1,False,False
2378,1,200,4,2,2,-,True,False
2379,1,129,3,2,2,9,True,False
2380,1,210,3,4,4,13,True,False
2381,1,310,3,3,2,-,False,False
2382,1,260,4,4,4,-,True,False
2383,1,500,3,3,7,-,True,False
2384,1,56,2,2,1,7,True,True
2385,1,100,3,2,2,10,False,False
2386,1,140,2,3,2,13,True,False
2387,1,168,3,4,2,9,True,False
2388,1,146,3,3,3,11,False,False
2389,0,100,2,2,2,5,False,True
2390,1,61,2,1,1,1,True,False
2391,1,90,2,1,1,1,True,False
2392,1,40,1,1,1,8,False,False
2393,1,218,4,4,2,1,True,False
2394,1,42,1,1,1,7,True,True
2395,1,75,3,3,0,12,True,False
2396,1,54,2,2,1,12,True,False
2397,0,75,3,1,1,7,False,False
2398,1,114,2,2,2,15,True,True
2399,1,36,1,1,0,6,True,False
2400,1,105,3,2,2,2,True,False
2401,0,55,1,1,1,10,True,False
2402,0,75,2,1,1,11,True,False
2403,1,125,3,2,2,-,True,False
2404,1,111,2,2,2,8,True,False
2405,1,250,3,3,3,13,True,False
2406,1,60,2,1,0,6,True,True
2407,1,33,1,1,1,8,True,True
2408,1,100,3,2,1,15,True,True
2409,1,200,3,4,2,-,True,False
2410,0,144,3,2,3,-,True,False
2411,0,44,2,1,1,4,True,True
2412,1,174,3,3,2,-,True,False
2413,1,16,1,1,0,2,True,False
2414,0,92,3,3,2,11,True,False
2415,1,195,4,6,3,12,True,False
2416,1,45,1,1,1,1,False,True
2417,1,48,2,2,1,-,False,False
2418,1,140,2,1,2,-,True,False
2419,1,67,1,1,0,-,True,False
2420,1,250,3,2,8,-,True,False
2421,1,717,5,5,8,16,True,False
2422,1,178,3,2,1,2,False,False
2423,1,220,4,5,3,5,True,False
2424,1,300,3,6,6,-,False,False
2425,1,120,3,2,2,-,True,False
2426,0,200,5,2,4,-,True,False
2427,1,100,2,1,1,5,True,True
2428,1,190,3,3,2,10,True,False
2429,1,55,2,1,2,4,False,False
2430,1,55,2,1,1,4,False,False
2431,1,135,2,3,3,8,True,True
2432,0,80,3,2,2,17,True,False
2433,0,74,2,2,2,9,True,True
2434,1,30,1,1,1,8,False,True
2435,1,136,3,2,1,7,True,True
2436,1,90,3,2,1,10,True,False
2437,1,55,1,1,1,6,True,False
2438,1,75,2,1,0,-,True,False
2439,1,100,2,2,1,-,True,False
2440,1,20,1,1,0,5,False,True
2441,1,100,3,1,0,5,True,False
2442,1,144,2,4,6,-,True,False
2443,1,120,2,3,2,19,True,True
2444,1,39,1,1,0,8,True,True
2445,1,90,2,2,0,3,False,False
2446,1,287,4,4,3,-,True,False
2447,1,53,2,2,1,7,True,False
2448,1,30,1,1,1,10,False,True
2449,1,150,3,2,1,7,True,True
2450,1,41,2,1,0,16,True,False
2451,1,115,2,1,1,-,True,False
2452,1,30,1,1,0,-,True,False
2453,0,84,2,2,1,18,True,False
2454,1,162,3,2,2,7,True,True
2455,1,40,1,1,1,10,True,False
2456,1,500,4,4,8,12,True,True
2457,1,370,7,6,8,-,True,False
2458,1,85,1,2,0,2,True,False
2459,1,100,2,2,1,-,True,True
2460,1,160,4,2,3,-,True,False
2461,1,85,1,2,1,14,True,False
2462,1,52,1,1,1,7,True,False
2463,1,40,1,1,1,-,True,False
2464,0,55,1,1,1,5,False,False
2465,1,320,3,6,2,12,True,True
2466,1,72,2,2,1,4,True,False
2467,1,90,2,1,1,2,True,False
2468,1,200,3,4,1,10,True,False
2469,1,72,1,2,1,3,True,False
2470,1,110,3,2,2,6,True,False
2471,1,49,1,1,1,5,True,False
2472,1,26,1,1,0,2,False,False
2473,1,540,4,5,5,13,True,False
2474,1,150,2,1,0,-,True,False
2475,1,65,2,2,1,8,True,False
2476,1,42,1,1,1,17,False,True
2477,1,164,3,3,1,1,False,False
2478,0,50,2,1,1,7,True,False
2479,1,60,1,1,1,11,False,True
2480,0,143,3,3,2,6,True,False
2481,1,214,3,3,3,8,True,True
2482,1,70,2,1,1,12,True,False
2483,1,53,1,1,0,3,True,False
2484,1,250,3,3,6,-,True,False
2485,1,250,3,2,4,-,True,False
2486,1,83,3,1,1,3,True,False
2487,1,120,3,3,1,7,True,False
2488,1,64,1,2,1,4,True,True
2489,0,55,1,1,1,1,False,False
2490,1,50,1,1,0,-,True,False
2491,1,200,4,4,3,7,False,False
2492,1,100,2,1,2,-,True,False
2493,1,100,2,3,3,-,True,True
2494,1,37,1,1,1,8,True,True
2495,1,69,2,2,1,21,True,False
2496,1,275,4,3,3,4,True,False
2497,1,50,1,1,1,13,True,False
2498,0,46,2,1,1,3,True,False
2499,1,455,3,2,4,-,True,False
2500,1,285,4,4,3,16,False,False
2501,1,36,1,1,0,6,True,False
2502,1,62,2,2,2,4,True,False
2503,1,47,1,1,1,5,False,True
2504,0,44,2,1,1,3,True,False
2505,0,43,1,1,1,13,True,True
2506,1,130,3,2,2,-,True,False
2507,1,600,5,8,0,-,True,True
2508,1,84,3,3,2,15,True,True
2509,1,215,3,4,2,9,False,False
2510,1,230,4,5,4,7,True,False
2511,1,90,2,1,1,-,False,False
2512,1,114,3,3,2,4,True,False
2513,1,170,2,3,3,6,False,True
2514,1,86,3,1,1,5,True,True
2515,1,350,3,4,4,-,True,False
2516,1,325,4,5,4,1,True,True
2517,1,200,4,4,3,2,True,True
2518,1,364,4,5,4,2,True,True
2519,1,100,2,1,0,-,True,False
2520,0,33,1,1,0,11,False,False
2521,1,70,2,1,1,-,True,False
2522,1,30,1,1,1,5,False,False
2523,1,285,4,4,4,9,True,False
2524,1,52,2,1,1,6,False,False
2525,1,400,4,3,2,-,True,False
2526,1,102,3,2,2,1,True,False
2527,1,50,1,1,0,-,False,False
2528,1,28,1,1,1,4,False,True
2529,1,58,1,1,1,2,True,True
2530,1,32,1,1,0,6,True,False
2531,1,52,2,1,1,3,False,False
2532,1,210,5,4,1,-,True,False
2533,0,244,5,7,4,12,True,False
2534,1,170,3,4,2,5,False,True
2535,1,163,3,3,4,7,True,True
2536,1,107,2,1,0,1,True,False
2537,1,90,3,2,2,1,True,True
2538,1,120,3,4,0,-,True,False
2539,1,264,4,4,4,9,True,False
2540,0,47,1,1,1,6,True,True
2541,1,278,4,4,1,6,True,False
2542,0,56,2,1,1,2,True,False
2543,1,22,1,1,0,25,True,False
2544,1,49,1,1,0,4,True,True
2545,1,150,3,4,1,-,True,False
2546,1,30,1,1,0,3,False,False
2547,1,200,3,2,2,-,True,True
2548,0,93,3,2,2,4,True,False
2549,1,73,2,2,1,15,True,False
2550,1,130,3,2,1,6,True,False
2551,1,280,3,2,0,7,True,False
2552,1,37,1,1,1,6,False,True
2553,1,330,4,3,0,9,True,False
2554,1,85,2,2,0,-,True,False
2555,1,49,2,1,1,5,True,False
2556,1,44,2,1,1,17,True,False
2557,0,89,3,1,1,5,False,False
2558,1,52,1,1,1,15,False,True
2559,1,70,2,2,2,6,False,False
2560,1,78,2,2,1,8,True,False
2561,1,240,7,3,4,-,True,False
2562,1,140,3,2,2,13,True,False
2563,1,300,4,6,4,20,True,False
2564,1,119,3,2,2,-,True,False
2565,1,195,4,2,3,15,True,False
2566,1,95,2,2,0,1,True,True
2567,1,51,1,1,0,11,True,True
2568,1,680,4,5,8,-,True,False
2569,1,82,3,2,2,5,True,False
2570,1,198,3,3,1,4,True,True
2571,1,75,2,3,2,10,True,False
2572,1,320,4,3,4,5,True,False
2573,1,200,3,3,2,7,True,False
2574,1,67,2,2,1,14,False,False
2575,1,220,4,2,1,2,False,False
2576,0,284,4,3,3,4,True,False
2577,1,80,3,1,1,15,True,False
2578,1,170,3,3,3,-,True,False
2579,1,145,3,3,0,1,True,True
2580,1,64,2,2,2,4,True,True
2581,1,390,4,4,4,-,True,False
2582,0,50,1,1,1,10,False,False
2583,1,64,2,2,1,7,False,False
2584,1,40,1,1,0,-,False,False
2585,1,65,2,2,1,-,False,False
2586,0,78,2,1,0,1,True,False
2587,1,42,1,1,1,5,True,False
2588,1,50,1,1,1,-,True,False
2589,1,49,2,1,1,14,True,False
2590,1,46,2,1,1,6,True,False
2591,1,32,1,1,0,7,True,False
2592,1,360,7,6,6,-,True,False
2593,1,37,1,1,0,-,False,False
2594,1,54,1,1,0,5,True,False
2595,1,124,3,2,1,4,False,True
2596,1,114,3,2,2,9,True,False
2597,0,101,3,2,1,5,True,False
2598,1,450,5,5,4,-,False,False
2599,1,126,2,2,2,8,True,False
2600,1,54,2,1,1,2,False,False
2601,1,48,2,1,1,10,True,False
2602,1,280,3,5,3,-,True,False
2603,1,164,3,4,2,13,True,False
2604,1,113,3,1,1,5,True,False
2605,1,72,3,2,2,10,True,False
2606,1,500,4,3,5,-,False,True
2607,0,140,2,1,1,7,True,False
2608,1,260,4,5,5,3,True,False
2609,1,40,1,1,0,-,False,False
2610,0,62,2,1,1,3,True,False
2611,1,42,1,2,1,6,False,False
2612,1,565,4,5,6,-,True,True
2613,1,500,5,5,8,1,True,False
2614,1,178,3,5,2,8,True,False
2615,1,30,1,1,0,15,False,False
2616,1,250,3,3,2,-,True,False
2617,1,35,1,1,0,1,False,False
2618,1,120,2,3,2,5,True,True
2619,1,190,4,4,2,4,True,False
2620,1,420,4,6,4,1,False,False
2621,1,40,1,1,0,-,False,False
2622,1,57,2,1,1,3,True,False
2623,1,38,1,1,0,19,False,False
2624,1,174,3,4,1,-,True,True
2625,0,92,2,3,2,5,False,False
2626,0,80,3,1,4,-,True,False
2627,1,50,1,2,1,3,True,True
2628,1,100,3,2,2,2,True,False
2629,1,70,2,1,2,7,True,False
2630,1,210,4,2,2,-,True,False
2631,1,35,1,1,0,5,False,False
2632,1,50,2,3,0,-,False,False
2633,1,109,3,2,1,11,False,False
2634,1,80,2,3,0,6,True,False
2635,0,69,2,1,1,2,True,False
2636,1,253,4,5,3,16,True,False
2637,1,74,2,2,1,9,False,True
2638,0,210,3,3,0,-,True,False
2639,1,70,3,2,1,3,True,False
2640,1,390,3,3,3,1,True,False
2641,1,30,1,1,0,9,False,True
2642,1,76,3,2,2,8,True,True
2643,1,128,2,3,1,4,True,False
2644,1,50,1,1,0,-,False,False
2645,1,100,2,2,1,10,True,True
2646,1,237,3,5,3,8,True,True
2647,0,80,2,1,1,3,True,False
2648,1,108,3,2,2,3,False,False
2649,1,50,1,1,0,6,False,False
2650,1,70,1,1,0,-,True,False
2651,1,156,3,3,5,-,False,False
2652,1,217,3,4,4,17,True,True
2653,1,82,3,2,2,2,True,False
2654,1,52,2,1,1,7,True,False
2655,1,620,4,5,5,8,True,False
2656,1,320,3,4,4,7,True,True
2657,0,66,2,2,1,2,False,True
2658,1,200,4,4,4,-,True,False
2659,1,113,2,2,1,6,True,False
2660,1,170,4,2,1,3,True,True
2661,1,45,1,1,1,3,True,False
2662,0,47,1,1,0,2,True,False
2663,1,80,2,1,1,18,False,False
2664,1,260,3,5,4,12,True,False
2665,1,122,3,2,3,11,True,False
2666,1,84,3,2,2,7,False,False
2667,1,28,1,1,0,9,False,True
2668,1,155,2,3,2,-,True,False
2669,1,58,2,1,1,2,True,True
2670,1,52,2,1,1,3,False,False
2671,0,75,2,1,2,1,True,False
2672,0,72,3,1,1,1,True,True
2673,1,260,3,4,4,4,True,True
2674,1,35,1,1,0,1,False,True
2675,1,25,1,1,1,8,True,True
2676,1,216,4,5,3,2,True,True
2677,1,215,4,6,3,2,True,True
2678,1,750,4,6,2,-,True,False
2679,1,80,2,2,2,-,True,False
2680,0,50,1,1,1,5,False,True
2681,0,50,2,1,1,2,True,False
2682,1,340,2,4,3,14,True,False
2683,1,126,4,3,4,-,True,False
2684,1,450,4,6,2,-,True,False
2685,1,32,1,1,0,1,True,False
2686,1,142,3,2,1,14,True,False
2687,1,70,2,2,1,14,True,False
2688,1,278,4,5,2,16,True,True
2689,0,130,3,2,1,7,True,False
2690,1,245,4,4,2,16,True,False
2691,1,50,2,1,0,-,False,False
2692,1,61,1,2,1,9,True,True
2693,1,30,1,1,0,3,True,False
2694,1,135,3,3,1,10,True,True
2695,1,20,1,1,0,2,True,True
2696,1,160,3,3,2,10,True,False
2697,0,97,1,1,0,12,True,False
2698,0,45,1,1,1,3,True,True
2699,0,45,1,1,0,14,False,False
2700,1,462,4,4,0,-,True,True
2701,1,110,2,2,1,1,True,False
2702,1,40,1,1,0,-,False,False
2703,1,149,4,1,3,12,False,False
2704,1,320,3,3,4,-,True,False
2705,1,126,3,4,3,6,True,False
2706,1,353,5,7,5,12,True,False
2707,1,35,2,1,0,8,True,False
2708,1,52,1,1,1,11,True,False
2709,1,190,4,3,2,1,True,False
2710,1,89,2,2,2,8,True,True
2711,1,49,1,2,0,1,True,False
2712,1,133,4,3,0,1,True,False
2713,1,150,3,4,3,1,True,True
2714,1,400,4,3,4,-,True,True
2715,1,480,4,4,4,12,True,True
2716,1,90,2,3,0,11,False,False
2717,1,90,2,2,0,-,True,False
2718,1,450,4,4,3,7,True,False
2719,1,80,3,2,2,11,True,False
2720,1,48,2,1,1,6,True,False
2721,0,55,1,1,1,5,False,False
2722,1,109,2,2,2,14,True,False
2723,1,100,2,3,1,4,True,True
2724,1,185,2,3,3,8,True,False
2725,1,45,2,1,1,1,True,False
2726,0,308,3,4,4,-,True,False
2727,1,210,4,4,3,5,True,True
2728,0,82,3,2,1,6,True,False
2729,1,380,4,4,2,-,True,False
2730,1,90,2,2,1,-,True,False
2731,1,220,4,4,3,4,False,True
2732,1,45,1,2,1,10,False,True
2733,1,120,3,2,4,8,True,False
2734,0,70,3,2,2,2,True,True
2735,1,64,2,2,2,8,True,False
2736,1,57,2,1,1,7,True,False
2737,1,45,1,1,1,11,False,False
2738,1,160,3,4,3,-,True,False
2739,1,55,2,2,1,-,True,False
2740,1,50,1,1,1,-,True,False
2741,1,60,2,1,1,11,False,False
2742,1,140,5,4,1,-,True,False
2743,1,287,4,5,3,-,True,False
2744,1,35,1,1,1,7,True,False
2745,1,108,3,2,2,6,True,False
2746,1,480,4,7,8,-,True,False
2747,1,51,2,2,1,18,True,False
2748,1,290,2,3,4,12,True,True
2749,1,130,3,2,1,-,False,False
2750,0,55,1,1,1,7,False,False
2751,1,35,1,1,0,-,False,True
2752,1,50,3,2,0,-,True,False
2753,0,129,3,2,2,1,True,False
2754,1,46,1,1,0,9,True,False
2755,1,228,3,4,3,12,False,True
2756,1,131,3,2,1,8,True,False
2757,0,36,1,1,0,4,False,False
2758,1,122,3,2,1,9,True,False
2759,1,100,2,2,0,6,False,False
2760,1,100,2,2,3,-,True,False
2761,1,240,4,5,4,15,True,True
2762,1,36,1,1,0,3,False,True
2763,1,85,2,1,1,1,True,False
2764,1,223,4,4,5,-,True,True
2765,1,195,3,2,3,-,True,False
2766,1,170,3,2,1,5,True,False
2767,1,180,3,3,2,1,True,False
2768,1,22,1,1,0,1,False,True
2769,1,140,2,2,2,13,True,False
2770,1,350,3,4,4,-,True,True
2771,1,150,3,3,2,8,False,True
2772,0,411,4,5,4,-,True,False
2773,0,900,3,6,8,-,True,False
2774,1,39,1,1,1,15,True,True
2775,1,182,3,2,2,-,True,False
2776,1,270,5,3,2,-,True,True
2777,1,35,1,1,1,8,False,True
2778,1,35,1,1,1,3,False,True
2779,1,105,3,2,1,14,False,False
2780,1,60,2,1,1,5,True,False
2781,1,180,3,3,2,11,True,True
2782,0,42,2,1,1,3,True,False
2783,1,210,2,3,4,11,True,True
2784,1,170,4,4,3,10,False,True
2785,1,230,6,4,8,-,True,False
2786,1,280,3,3,2,9,True,True
2787,1,140,3,3,1,1,True,False
2788,1,92,3,2,2,8,True,False
2789,1,71,3,4,0,-,True,False
2790,1,160,3,3,2,3,True,False
2791,1,92,2,2,2,17,True,True
2792,1,500,5,7,7,-,True,False
2793,1,270,3,4,2,13,True,False
2794,1,296,4,5,5,4,True,True
2795,1,151,3,4,3,15,True,False
2796,1,308,4,4,3,1,True,False
2797,1,50,2,1,1,7,False,False
2798,1,60,2,1,0,3,True,False
2799,1,25,1,1,0,-,True,False
2800,1,120,4,4,4,-,True,False
2801,0,42,2,1,1,3,False,False
2802,1,97,3,2,2,12,True,False
2803,1,110,3,2,1,5,True,True
2804,0,56,2,1,1,5,True,False
2805,1,140,2,2,1,3,False,False
2806,1,84,3,2,2,10,True,True
2807,1,31,1,1,1,4,True,False
2808,1,60,2,1,0,-,False,False
2809,1,146,3,4,3,19,False,False
2810,1,90,2,2,1,-,True,False
2811,1,65,2,1,1,1,True,False
2812,1,80,2,1,0,-,True,False
2813,1,22,1,1,1,8,True,True
2814,0,50,2,1,1,-,False,False
2815,1,108,3,2,2,9,False,True
2816,1,32,1,1,0,13,True,False
2817,1,51,1,1,1,7,True,True
2818,1,37,1,1,1,4,True,False
2819,1,142,3,5,2,2,True,True
2820,1,220,3,4,3,1,True,False
2821,1,300,3,4,1,15,False,False
2822,1,40,1,1,0,8,False,False
2823,1,45,2,1,1,2,False,True
2824,1,22,1,1,0,-,False,False
2825,1,78,3,2,1,2,False,False
2826,1,280,3,4,3,3,True,False
2827,1,200,4,3,2,-,True,False
2828,0,65,1,1,1,12,True,False
2829,1,330,4,3,0,-,True,False
2830,1,100,2,2,0,1,True,False
2831,1,155,3,3,3,3,False,False
2832,1,180,3,3,1,-,True,True
2833,1,46,1,1,1,9,True,False
2834,1,168,3,4,3,10,True,True
2835,1,140,3,2,1,8,False,False
2836,1,120,3,2,2,-,True,False
2837,0,100,3,2,0,2,False,False
2838,1,260,3,4,3,-,True,False
2839,1,40,1,1,0,-,True,False
2840,1,80,2,2,1,4,True,False
2841,1,200,3,5,3,-,True,False
2842,1,75,3,1,1,8,False,False
2843,1,360,4,5,4,2,True,True
2844,1,270,3,2,2,15,True,False
2845,0,45,1,1,0,-,False,False
2846,1,177,3,3,3,4,False,False
2847,0,104,2,2,2,8,True,False
2848,1,30,1,1,0,18,False,False
2849,1,170,3,2,1,14,False,False
2850,1,58,2,2,1,14,True,False
2851,1,47,2,1,1,16,True,False
2852,0,53,1,1,1,8,False,False
2853,1,75,2,1,1,-,True,False
2854,1,22,1,1,0,25,True,False
2855,1,76,2,1,1,-,True,False
2856,1,40,1,1,1,8,True,True
2857,1,260,4,4,4,8,True,False
2858,1,51,2,1,1,9,True,False
2859,1,64,2,2,1,19,True,True
2860,1,115,2,1,0,5,True,False
2861,1,110,2,2,1,-,True,False
2862,1,140,3,2,1,6,False,False
2863,1,45,2,1,1,11,True,False
2864,1,199,3,4,5,17,True,True
2865,1,180,3,4,1,10,True,False
2866,1,113,3,2,2,-,True,False
2867,0,75,2,2,1,11,True,False
2868,1,93,3,3,2,1,True,False
2869,1,68,2,1,1,4,True,False
2870,0,200,3,4,5,-,False,False
2871,1,118,3,3,2,6,True,False
2872,1,318,4,6,4,-,False,False
2873,1,170,3,3,4,-,True,False
2874,0,250,3,3,2,1,True,False
2875,1,50,2,1,1,-,True,False
2876,1,50,2,1,1,7,False,False
2877,1,30,1,1,1,15,False,True
2878,0,94,3,2,2,2,True,False
2879,1,50,1,1,0,5,True,False
2880,1,114,3,5,3,3,True,False
2881,1,65,3,2,1,5,True,False
2882,1,200,3,5,4,6,True,False
2883,1,265,4,4,4,-,True,False
2884,1,75,3,3,2,10,True,False
2885,1,68,2,2,1,8,False,False
2886,1,150,3,2,0,-,True,False
2887,1,208,3,3,3,13,True,False
2888,1,300,2,2,2,-,True,False
2889,0,620,5,6,4,17,True,False
2890,1,92,3,2,2,10,True,False
2891,1,200,3,2,2,-,True,False
2892,1,108,3,2,1,14,True,False
2893,1,190,4,4,2,-,True,False
2894,0,87,3,2,1,12,True,True
2895,1,80,2,1,1,6,True,False
2896,1,270,4,3,3,2,True,False
2897,1,170,3,2,1,17,True,False
2898,1,198,4,2,0,-,True,False
2899,0,55,1,1,0,1,True,False
2900,1,34,1,1,0,-,True,False
2901,1,50,2,1,0,14,True,False
2902,1,68,2,1,1,4,True,True
2903,1,290,4,4,0,-,True,False
2904,1,25,1,1,0,1,False,False
2905,1,240,4,4,3,9,True,False
2906,1,43,1,1,0,6,False,False
2907,1,150,3,1,0,3,False,False
2908,1,20,1,1,0,1,True,True
2909,1,48,1,1,0,-,False,False
2910,1,130,3,1,2,-,True,False
2911,1,36,1,1,0,11,True,False
2912,1,90,2,1,2,-,True,False
2913,1,49,2,1,1,6,True,False
2914,0,70,1,1,1,4,True,False
2915,1,315,4,4,2,14,True,False
2916,1,270,4,4,4,8,True,False
2917,1,75,3,2,1,1,False,True
2918,1,80,3,3,2,4,True,True
2919,0,233,3,1,1,-,True,False
2920,1,40,1,1,0,3,True,True
2921,1,107,2,4,2,2,False,False
2922,1,50,2,1,1,1,False,False
2923,1,113,2,1,1,5,True,False
2924,0,52,1,1,1,3,True,True
2925,1,170,4,4,3,12,True,True
2926,1,140,3,3,2,6,True,False
2927,1,34,1,1,1,14,True,False
2928,1,90,3,2,2,3,True,False
2929,1,197,3,2,1,18,True,False
2930,0,146,2,1,1,8,True,False
2931,1,30,1,1,1,9,False,False
2932,1,132,3,2,2,-,True,False
2933,1,45,1,1,1,10,False,True
2934,1,80,2,2,0,3,False,False
2935,1,161,4,3,3,-,True,False
2936,1,300,2,3,2,1,True,False
2937,1,450,3,4,2,3,True,False
2938,1,112,3,3,2,11,False,False
2939,1,192,4,5,4,11,False,True
2940,1,100,1,4,1,-,True,False
2941,1,300,4,5,8,-,True,True
2942,1,42,1,1,0,2,True,False
2943,1,45,1,1,0,9,True,True
2944,0,245,4,3,2,9,True,False
2945,1,60,1,1,0,-,False,False
2946,1,100,1,2,0,-,False,False
2947,0,210,6,3,0,-,True,False
2948,1,160,3,3,2,8,True,False
2949,1,68,2,1,1,1,True,False
2950,1,52,2,1,1,17,True,False
2951,1,40,1,1,0,-,False,False
2952,1,232,3,4,2,-,True,False
2953,1,42,1,1,1,27,False,False
2954,1,172,3,4,3,5,True,False
2955,0,30,1,1,0,7,True,False
2956,1,59,2,1,0,15,True,False
2957,1,50,2,2,1,12,True,False
2958,0,49,2,1,1,2,True,False
2959,1,216,4,2,2,2,True,False
2960,1,127,1,1,2,28,False,True
2961,1,226,4,4,4,2,True,False
2962,0,76,2,1,0,1,True,False
2963,1,50,2,1,1,4,True,False
2964,1,170,3,4,3,21,True,False
2965,1,70,2,2,0,2,True,True
2966,1,167,3,3,3,19,True,True
2967,1,450,4,2,3,-,True,False
2968,0,90,3,1,1,1,True,False
2969,1,89,2,2,2,1,True,True
2970,1,61,3,2,1,4,True,False
2971,1,100,2,2,5,-,True,False
2972,1,180,3,2,1,23,True,False
2973,1,39,1,1,0,3,True,True
2974,0,73,3,1,1,4,True,False
2975,1,90,2,3,0,-,True,False
2976,0,231,3,5,4,4,True,True
2977,1,250,5,2,6,-,True,False
2978,1,20,1,1,0,6,True,True
2979,0,300,4,5,2,-,True,False
2980,1,42,1,1,0,1,True,False
2981,1,280,4,4,3,2,True,True
2982,0,44,2,1,1,4,True,True
2983,1,64,2,2,1,13,True,False
2984,1,218,3,2,2,6,False,False
2985,1,140,2,1,3,-,True,False
2986,1,86,2,1,1,-,True,False
