,Condominio,Aluguel,IPTU,Seguro Incendio,Total,Cidade,Area
4509,R$676,"R$3,300",R$108,R$42,"R$4,126",0,58
4510,R$380,R$550,R$14,R$7,R$951,0,47
4511,R$522,"R$1,446",R$20,R$8,"R$1,996",1,60
4512,"R$4,000","R$8,000","R$1,240",R$102,"R$13,340",1,384
4513,R$0,"R$8,000","R$1,417",R$121,"R$9,538",1,260
4514,R$680,"R$1,725",R$0,R$22,"R$2,427",1,42
4515,R$700,"R$3,700",R$117,R$47,"R$4,564",0,128
4516,R$0,"R$4,900",R$183,R$74,"R$5,157",1,276
4517,R$0,"R$7,000",R$450,R$106,"R$7,556",1,350
4518,R$600,"R$1,500",R$28,R$20,"R$2,148",1,75
4519,R$980,"R$2,000",R$221,R$26,"R$3,227",0,140
4520,R$907,"R$9,200",R$313,R$117,"R$10,540",1,47
4521,R$846,"R$3,612",R$105,R$46,"R$4,609",1,70
4522,R$220,"R$2,150",R$67,R$33,"R$2,470",1,127
4523,"R$2,328","R$2,090","R$1,467",R$27,"R$5,912",1,360
4524,R$500,"R$2,325",R$128,R$30,"R$2,983",1,42
4525,R$570,"R$1,450",R$125,R$19,"R$2,164",0,80
4526,"R$1,100","R$2,300",R$78,R$30,"R$3,508",1,129
4527,R$0,"R$2,220",R$150,R$34,"R$2,404",1,150
4528,R$400,"R$1,087",R$0,R$14,"R$1,501",1,55
4529,R$908,"R$5,000",R$22,R$64,"R$5,994",1,80
4530,"R$1,462","R$5,200",R$284,R$66,"R$7,012",0,140
4531,"R$1,700","R$4,400",R$37,R$56,"R$6,193",1,150
4532,R$0,"R$12,000","R$1,233",R$181,"R$13,410",1,252
4533,R$487,"R$2,450",R$54,R$32,"R$3,023",1,62
4534,R$50,"R$1,700",R$177,R$26,"R$1,953",1,80
4535,R$499,"R$2,400",R$143,R$31,"R$3,073",0,80
4536,R$550,"R$1,900",R$34,R$25,"R$2,509",1,50
4537,R$330,"R$1,410",R$74,R$18,"R$1,832",1,65
4538,R$476,"R$2,300",R$0,R$30,"R$2,806",1,57
4539,"R$3,600","R$5,000","R$1,551",R$64,"R$10,220",1,230
4540,R$280,R$709,R$22,R$9,"R$1,020",0,62
4541,"R$1,663","R$6,000",R$502,R$77,"R$8,242",1,165
4542,"R$1,680","R$4,000",R$359,R$51,"R$6,090",1,155
4543,"R$1,654","R$7,500",R$560,R$96,"R$9,810",0,181
4544,R$400,R$700,R$26,R$9,"R$1,135",0,50
4545,R$720,"R$1,500",R$0,R$20,"R$2,240",1,75
4546,R$0,"R$2,837",R$342,R$36,"R$3,215",1,80
4547,"R$4,900","R$6,500","R$2,173",R$83,"R$13,660",1,358
4548,"R$1,180","R$4,000",R$105,R$51,"R$5,336",1,74
4549,"R$1,000","R$3,655",R$240,R$47,"R$4,942",1,108
4550,R$0,"R$5,400",R$0,R$82,"R$5,482",1,120
4551,"R$1,800","R$3,260",R$292,R$42,"R$5,394",1,190
4552,"R$1,000","R$4,250",R$167,R$54,"R$5,471",1,178
4553,R$600,"R$2,550",R$46,R$33,"R$3,229",1,80
4554,R$0,"R$3,500",R$186,R$53,"R$3,739",0,150
4555,R$0,"R$4,600",R$292,R$70,"R$4,962",1,350
4556,"R$1,215","R$9,300",R$761,R$118,"R$11,390",1,181
4557,R$926,"R$1,800",R$150,R$23,"R$2,899",1,56
4558,R$0,"R$2,400",R$59,R$37,"R$2,496",0,120
4559,R$0,"R$2,200",R$0,R$34,"R$2,234",1,90
4560,R$680,"R$2,350",R$25,R$30,"R$3,085",1,61
4561,"R$1,260","R$5,600",R$334,R$71,"R$7,265",1,160
4562,R$0,"R$2,200",R$139,R$28,"R$2,367",1,100
4563,"R$1,457","R$5,600",R$359,R$71,"R$7,487",1,179
4564,"R$1,200","R$2,100",R$84,R$27,"R$3,411",1,115
4565,R$0,"R$6,000",R$422,R$91,"R$6,513",1,342
4566,"R$3,100","R$10,000","R$1,334",R$127,"R$14,560",1,282
4567,R$143,"R$1,318",R$0,R$17,"R$1,478",1,30
4568,"R$1,170","R$2,200",R$242,R$28,"R$3,640",1,35
4569,R$500,"R$1,500",R$0,R$20,"R$2,020",1,58
4570,R$580,"R$1,700",R$90,R$22,"R$2,392",1,81
4571,"R$3,700","R$12,000",R$417,R$153,"R$16,270",1,224
4572,"R$1,072","R$4,600",R$115,R$59,"R$5,846",1,60
4573,R$700,"R$2,900",R$190,R$37,"R$3,827",1,88
4574,R$767,"R$3,200",R$213,R$41,"R$4,221",1,80
4575,R$0,"R$4,600",R$0,R$70,"R$4,670",1,250
4576,R$990,"R$2,750",R$378,R$35,"R$4,153",1,72
4577,R$0,"R$8,500","R$1,600",R$128,"R$10,230",1,650
4578,R$864,"R$3,000",R$57,R$39,"R$3,960",1,73
4579,"R$1,900","R$4,600",R$800,R$59,"R$7,359",1,126
4580,R$0,"R$1,200",R$83,R$19,"R$1,302",1,50
4581,R$391,"R$1,865",R$17,R$24,"R$2,297",1,48
4582,"R$1,225","R$2,600",R$182,R$33,"R$4,040",0,85
4583,R$510,"R$2,500",R$92,R$32,"R$3,134",1,52
4584,"R$4,341","R$8,000",R$888,R$102,"R$13,330",1,250
4585,R$0,R$780,R$17,R$12,R$809,1,40
4586,R$560,"R$3,300",R$172,R$42,"R$4,074",1,42
4587,"R$2,500","R$9,500",R$315,R$121,"R$12,440",1,165
4588,"R$2,200","R$10,500",R$417,R$134,"R$13,250",1,138
4589,R$700,"R$1,650",R$0,R$25,"R$2,375",1,38
4590,"R$1,000","R$8,000",R$84,R$121,"R$9,205",0,200
4591,R$0,"R$1,020",R$30,R$13,"R$1,063",1,35
4592,"R$2,065","R$6,000",R$600,R$77,"R$8,742",1,75
4593,Sem info,"R$3,600",R$160,R$55,"R$3,815",1,100
4594,R$900,"R$4,477",R$900,R$68,"R$6,345",1,287
4595,"R$3,340","R$11,050",R$0,R$141,"R$14,530",1,360
4596,"R$2,890","R$7,000",R$384,R$89,"R$10,360",1,62
4597,R$0,"R$1,500",R$75,R$23,"R$1,598",1,80
4598,R$257,"R$1,308",R$0,R$17,"R$1,582",1,43
4599,"R$1,325","R$4,500",R$302,R$58,"R$6,185",1,157
4600,R$700,"R$1,020",R$200,R$13,"R$1,933",1,70
4601,R$722,"R$1,350",R$50,R$18,"R$2,140",0,56
4602,R$634,"R$6,900",R$165,R$88,"R$7,787",1,84
4603,"R$1,200","R$3,500",R$396,R$45,"R$5,141",1,125
4604,R$579,"R$1,400",R$0,R$18,"R$1,997",1,62
4605,R$910,"R$3,800",R$230,R$49,"R$4,989",1,81
4606,R$657,"R$1,800",R$0,R$23,"R$2,480",1,90
4607,R$820,"R$1,559",R$63,R$20,"R$2,462",1,76
4608,R$280,R$709,R$22,R$9,"R$1,020",0,62
4609,"R$1,717","R$6,500",R$444,R$83,"R$8,744",1,240
4610,R$356,"R$2,200",R$60,R$28,"R$2,644",1,39
4611,R$540,"R$2,467",R$117,R$32,"R$3,156",1,51
4612,"R$2,000","R$5,500",R$834,R$70,"R$8,404",1,170
4613,R$0,"R$6,000",R$0,R$91,"R$6,091",1,250
4614,R$444,"R$3,486",R$124,R$45,"R$4,099",1,35
4615,R$0,"R$2,800",R$186,R$43,"R$3,029",1,200
4616,"R$1,600","R$4,800",R$284,R$61,"R$6,745",0,147
4617,R$383,"R$1,832",R$0,R$6,"R$2,221",1,40
4618,R$920,"R$2,600",R$72,R$33,"R$3,625",1,67
4619,R$0,"R$5,500",R$287,R$83,"R$5,870",0,445
4620,"R$1,750","R$7,500",R$434,R$96,"R$9,780",1,265
4621,R$0,"R$4,400",R$92,R$67,"R$4,559",1,130
4622,"R$1,144","R$2,500",R$312,R$32,"R$3,988",1,39
4623,"R$1,100","R$3,149",R$92,R$40,"R$4,381",1,110
4624,R$700,"R$1,198",R$227,R$16,"R$2,141",1,75
4625,"R$2,330","R$8,700",R$750,R$111,"R$11,890",1,220
4626,R$380,R$850,R$18,R$11,"R$1,259",0,46
4627,"R$1,900","R$2,300",R$459,R$30,"R$4,689",0,210
4628,R$580,"R$1,100",R$0,R$14,"R$1,694",1,47
4629,"R$1,400","R$3,280",R$125,R$42,"R$4,847",1,120
4630,R$0,"R$1,100",R$0,R$14,"R$1,114",1,60
4631,R$712,"R$3,300",R$22,R$42,"R$4,076",1,42
4632,"R$1,000","R$3,900",R$0,R$50,"R$4,950",1,75
4633,"R$1,500","R$4,300",R$500,R$55,"R$6,355",1,160
4634,R$0,"R$12,000",R$667,R$181,"R$12,850",1,400
4635,R$358,R$850,R$0,R$11,"R$1,219",1,37
4636,"R$1,342","R$3,300",R$231,R$42,"R$4,915",1,59
4637,"R$1,000","R$3,804",R$0,R$49,"R$4,853",0,113
4638,"R$1,077","R$6,500",R$40,R$83,"R$7,700",1,120
4639,R$954,"R$3,300",R$160,R$42,"R$4,456",1,92
4640,R$979,"R$2,600",R$237,R$33,"R$3,849",1,93
4641,R$340,"R$1,350",R$0,R$18,"R$1,708",1,42
4642,"R$3,950","R$15,000",R$142,R$191,"R$19,280",1,236
4643,R$0,"R$3,800",R$227,R$58,"R$4,085",1,160
4644,R$0,"R$10,120",R$618,R$153,"R$10,890",1,450
4645,R$0,"R$15,000","R$2,084",R$226,"R$17,310",1,750
4646,R$550,"R$2,700",R$76,R$35,"R$3,361",0,68
4647,R$270,"R$5,500",R$119,R$70,"R$5,959",1,53
4648,Incluso,"R$4,300",R$124,R$65,"R$4,489",1,160
4649,R$400,"R$1,800",R$0,R$23,"R$2,223",1,49
4650,R$570,"R$1,948",R$109,R$25,"R$2,652",0,115
4651,R$600,"R$1,600",R$0,R$21,"R$2,221",1,59
4652,R$894,"R$1,100",R$210,R$14,"R$2,218",1,60
4653,R$652,"R$4,715",Incluso,R$34,"R$5,401",1,58
4654,R$0,"R$1,100",R$30,R$14,"R$1,144",1,35
4655,"R$1,500","R$4,210",R$225,R$54,"R$5,989",1,160
4656,R$366,"R$1,200",R$0,R$16,"R$1,582",0,60
4657,"R$2,200","R$7,287",R$417,R$93,"R$9,997",1,233
4658,R$530,"R$1,200",R$0,R$16,"R$1,746",0,58
4659,R$555,"R$1,469",R$10,R$19,"R$2,053",1,100
4660,"R$2,980","R$10,200","R$1,816",R$130,"R$15,130",1,238
4661,R$470,"R$1,800",R$0,R$23,"R$2,293",1,18
4662,R$940,"R$4,387",R$3,R$56,"R$5,386",1,96
4663,R$420,"R$1,800",R$0,R$23,"R$2,243",1,49
4664,R$0,"R$1,550",R$0,R$24,"R$1,574",1,50
4665,R$0,"R$1,060",R$0,R$16,"R$1,076",1,45
4666,"R$1,026","R$1,650",R$243,R$21,"R$2,940",0,160
4667,"R$1,200","R$4,200",R$300,R$54,"R$5,754",1,80
4668,"R$2,225","R$2,900",R$400,R$37,"R$5,562",1,133
4669,R$415,"R$1,750",R$30,R$23,"R$2,218",1,30
4670,"R$2,800","R$14,000",R$542,R$178,"R$17,520",1,137
4671,R$0,"R$4,000",R$70,R$61,"R$4,131",1,194
4672,R$400,"R$1,600",R$0,R$21,"R$2,021",1,50
4673,"R$1,200","R$3,353",R$0,R$25,"R$4,578",1,84
4674,R$506,R$500,R$24,R$7,"R$1,037",0,45
4675,"R$4,265","R$12,500","R$1,600",R$159,"R$18,520",1,301
4676,"R$2,600","R$8,000",R$500,R$102,"R$11,200",1,250
4677,"R$1,400","R$2,500",R$325,R$32,"R$4,257",1,136
4678,R$884,"R$4,800",R$139,R$61,"R$5,884",1,73
4679,Incluso,"R$1,600",R$23,R$25,"R$1,648",1,60
4680,"R$2,000","R$11,500",R$502,R$146,"R$14,150",1,110
4681,R$600,"R$2,313",R$250,R$30,"R$3,193",1,50
4682,R$834,"R$2,466",Incluso,R$24,"R$3,444",1,100
4683,"R$1,726","R$3,950",R$341,R$51,"R$6,068",1,70
4684,R$750,"R$3,100",R$51,R$40,"R$3,941",1,82
4685,R$900,"R$2,662",R$284,R$34,"R$3,880",1,76
4686,"R$1,172","R$4,800",R$294,R$61,"R$6,327",1,150
4687,"R$4,540","R$18,000",R$0,R$229,"R$22,770",1,303
4688,R$490,"R$1,380",R$80,R$18,"R$1,968",1,55
4689,R$285,"R$2,197",R$0,R$28,"R$2,510",1,70
4690,R$790,"R$1,452",R$84,R$19,"R$2,345",0,45
4691,R$648,"R$3,900",R$58,R$50,"R$4,656",1,50
4692,R$560,"R$1,550",R$17,R$20,"R$2,147",1,62
4693,"R$1,500","R$9,200",R$959,R$117,"R$11,780",1,177
4694,R$765,"R$2,700",R$105,R$35,"R$3,605",1,50
4695,R$739,"R$3,540",R$0,R$14,"R$4,293",1,50
4696,R$850,"R$1,500",R$100,R$20,"R$2,470",0,90
4697,R$800,"R$3,500",R$0,R$45,"R$4,345",1,130
4698,R$750,R$773,R$67,R$10,"R$1,600",0,54
4699,Sem info,R$850,R$67,R$13,R$930,1,30
4700,"R$2,600","R$12,000","R$1,667",R$153,"R$16,420",1,194
4701,R$482,R$831,R$0,R$11,"R$1,324",0,68
4702,R$320,"R$1,700",R$105,R$22,"R$2,147",1,58
4703,R$0,"R$1,420",R$0,R$18,"R$1,438",1,16
4704,R$477,"R$1,600",R$0,R$21,"R$2,098",0,74
4705,R$0,"R$8,900","R$1,000",R$134,"R$10,030",1,347
4706,"R$1,794","R$5,800",R$487,R$74,"R$8,155",1,180
4707,"R$1,700","R$1,360",R$0,R$18,"R$3,078",1,20
4708,R$0,"R$2,200",R$180,R$28,"R$2,408",1,130
4709,"R$1,350","R$3,000",R$92,R$39,"R$4,481",1,100
4710,R$298,R$850,R$15,R$11,"R$1,174",0,50
4711,"R$2,500","R$8,700",R$0,R$111,"R$11,310",1,340
4712,"R$1,063","R$3,250",R$159,R$42,"R$4,514",1,135
4713,"R$1,300","R$5,500",R$0,R$70,"R$6,870",1,130
4714,R$400,"R$2,200",R$100,R$28,"R$2,728",0,58
4715,R$710,"R$2,300","R$3,000",R$30,"R$6,040",1,84
4716,"R$1,500","R$3,000",R$670,R$39,"R$5,209",1,120
4717,R$0,"R$3,500",R$497,R$53,"R$4,050",1,180
4718,R$0,"R$8,000",R$334,R$121,"R$8,455",0,650
4719,R$300,"R$6,500",R$417,R$98,"R$7,315",1,320
4720,R$286,"R$4,200",R$17,R$54,"R$4,557",1,65
4721,"R$1,400","R$5,000",R$584,R$64,"R$7,048",1,130
4722,R$686,"R$1,600",R$18,R$21,"R$2,325",1,72
4723,"R$2,225","R$7,400",R$500,R$94,"R$10,220",1,150
4724,R$500,"R$1,275",R$74,R$17,"R$1,866",0,70
4725,"R$3,000","R$12,750",R$834,R$162,"R$16,750",1,345
4726,R$602,"R$1,800",R$130,R$23,"R$2,555",1,20
4727,"R$1,500","R$1,360",R$292,R$18,"R$3,170",0,103
4728,R$0,"R$2,400",R$230,R$37,"R$2,667",0,90
4729,"R$2,050","R$14,000",R$540,R$178,"R$16,770",1,185
4730,R$470,R$650,R$43,R$9,"R$1,172",0,47
4731,R$130,"R$1,450",R$34,R$19,"R$1,633",1,42
4732,"R$1,500","R$2,153",R$0,R$8,"R$3,661",1,42
4733,R$0,"R$1,000",R$84,R$13,"R$1,097",1,25
4734,R$570,"R$1,900",R$0,R$25,"R$2,495",0,55
4735,R$0,"R$8,000","R$2,250",R$121,"R$10,370",1,900
4736,"R$3,538","R$12,000","R$1,975",R$153,"R$17,670",1,240
4737,"R$1,200","R$8,500",R$9,R$108,"R$9,817",1,128
4738,R$0,"R$3,000",R$280,R$46,"R$3,326",1,120
4739,R$600,"R$3,600",R$149,R$46,"R$4,395",1,54
4740,R$0,R$765,R$59,R$12,R$836,1,30
4741,"R$2,200","R$4,000",R$500,R$51,"R$6,751",1,120
4742,R$0,"R$8,500","R$1,000",R$128,"R$9,628",1,296
4743,"R$1,800","R$10,000",R$715,R$127,"R$12,640",0,230
4744,Incluso,"R$3,029",R$0,R$39,"R$3,068",1,50
4745,R$0,"R$2,300",R$125,R$35,"R$2,460",1,95
4746,"R$1,200","R$9,000",R$417,R$115,"R$10,730",1,146
4747,R$400,R$655,R$31,R$9,"R$1,095",0,73
4748,R$253,"R$1,250",R$30,R$16,"R$1,549",1,30
4749,R$470,"R$2,500",R$22,R$32,"R$3,024",1,35
4750,Sem info,R$976,R$0,R$15,R$991,1,22
4751,"R$3,890","R$12,750","R$1,980",R$162,"R$18,780",1,386
4752,Incluso,"R$7,500","R$1,301",R$113,"R$8,914",1,442
4753,R$279,R$590,R$12,R$8,R$889,0,30
4754,R$799,"R$2,000",R$217,R$26,"R$3,042",1,68
4755,R$450,"R$3,200",R$200,R$41,"R$3,891",1,53
4756,R$0,"R$1,720",R$0,R$22,"R$1,742",1,18
4757,R$0,"R$8,268","R$1,072",R$125,"R$9,465",1,321
4758,R$710,R$750,R$76,R$10,"R$1,546",0,70
4759,R$0,"R$8,330",R$550,R$126,"R$9,006",1,400
4760,R$0,"R$10,000","R$1,250",R$151,"R$11,400",1,392
4761,R$280,"R$1,000",R$138,R$13,"R$1,431",1,70
4762,"R$2,564","R$2,500",R$934,R$32,"R$6,030",1,230
4763,"R$1,000","R$7,000",R$89,R$89,"R$8,178",1,138
4764,Sem info,"R$1,500",R$9,R$23,"R$1,532",1,250
4765,R$0,"R$1,650",R$84,R$25,"R$1,759",1,45
4766,R$0,"R$2,000",R$667,R$31,"R$2,698",1,250
4767,R$654,"R$2,300",R$94,R$30,"R$3,078",1,80
4768,"R$2,400","R$15,000","R$1,084",R$226,"R$18,710",1,398
4769,R$0,"R$3,500",R$242,R$53,"R$3,795",1,200
4770,"R$1,530","R$7,500",R$290,R$96,"R$9,416",1,136
4771,R$553,"R$1,437",R$58,R$19,"R$2,067",1,46
4772,R$0,"R$12,000",R$734,R$181,"R$12,920",1,309
4773,"R$1,050","R$7,200",R$250,R$92,"R$8,592",1,54
4774,"R$2,050","R$12,000",R$750,R$153,"R$14,950",1,220
4775,"R$2,162","R$7,000",R$54,R$89,"R$9,305",1,161
4776,R$430,"R$1,540",R$0,R$20,"R$1,990",1,58
4777,R$180,"R$2,500",R$0,R$32,"R$2,712",1,83
4778,R$842,"R$2,000",R$95,R$26,"R$2,963",1,33
4779,"R$1,450","R$4,400",R$38,R$56,"R$5,944",1,170
4780,R$950,"R$7,500",R$77,R$96,"R$8,623",1,135
4781,R$850,"R$1,900",R$42,R$25,"R$2,817",1,50
4782,"R$1,600","R$4,400",R$325,R$56,"R$6,381",1,94
4783,R$0,"R$1,200",R$35,R$16,"R$1,251",1,25
4784,"R$1,080","R$10,000",R$138,R$127,"R$11,350",1,100
4785,"R$1,670","R$11,500",R$583,R$146,"R$13,900",1,157
4786,R$0,"R$5,500",R$500,R$83,"R$6,083",1,100
4787,R$200,"R$2,100",R$167,R$27,"R$2,494",1,120
4788,R$695,"R$1,800",R$170,R$23,"R$2,688",1,45
4789,R$830,"R$3,166",R$0,R$13,"R$4,009",1,64
4790,"R$2,400","R$2,500","R$1,284",R$32,"R$6,216",1,265
4791,R$602,"R$1,800",R$130,R$23,"R$2,555",1,20
4792,R$0,"R$1,100",R$80,R$17,"R$1,197",1,50
4793,R$570,"R$3,000",R$171,R$39,"R$3,780",1,70
4794,"R$2,306","R$9,000",R$417,R$115,"R$11,840",1,273
4795,R$250,"R$6,500",R$309,R$98,"R$7,157",1,250
4796,Incluso,"R$2,150",R$267,R$33,"R$2,450",1,100
4797,R$622,"R$2,150",R$212,R$28,"R$3,012",1,90
4798,R$0,"R$5,600","R$2,417",R$85,"R$8,102",1,256
4799,R$425,"R$1,536",R$72,R$20,"R$2,053",1,92
4800,R$0,"R$4,000",R$92,R$61,"R$4,153",1,124
4801,"R$1,850","R$15,000",R$809,R$191,"R$17,850",1,218
4802,R$465,"R$1,300",R$10,R$17,"R$1,792",1,57
4803,R$0,"R$7,500",R$200,R$113,"R$7,813",0,650
4804,R$0,"R$3,500",R$276,R$53,"R$3,829",1,220
4805,R$744,R$954,R$74,R$13,"R$1,785",0,55
4806,R$480,"R$2,000",R$9,R$26,"R$2,515",1,55
4807,R$550,"R$3,400",R$65,R$44,"R$4,059",1,58
4808,"R$1,750",R$860,R$180,R$11,"R$2,801",1,42
4809,"R$2,500","R$12,000",R$834,R$153,"R$15,490",1,202
4810,R$0,"R$2,700",R$100,R$41,"R$2,841",1,130
4811,R$730,"R$2,500",R$38,R$32,"R$3,300",1,52
4812,R$570,"R$1,450",R$0,R$19,"R$2,039",1,75
4813,"R$5,700","R$12,000","R$3,167",R$153,"R$21,020",1,420
4814,"R$2,580","R$7,200",R$0,R$109,"R$9,889",1,277
4815,"R$1,120","R$3,900",R$75,R$50,"R$5,145",1,100
4816,"R$1,237","R$8,500",R$816,R$128,"R$10,680",0,420
4817,"R$2,400","R$12,000",R$934,R$153,"R$15,490",1,207
4818,R$432,"R$2,200",R$45,R$28,"R$2,705",1,25
4819,"R$1,020","R$1,880",R$0,R$24,"R$2,924",1,100
4820,"R$1,081","R$5,300",R$334,R$68,"R$6,783",1,108
4821,"R$1,100","R$2,144",Incluso,R$22,"R$3,500",1,55
4822,R$0,R$780,R$17,R$12,R$809,1,40
4823,R$850,"R$1,900",R$117,R$25,"R$2,892",1,46
4824,"R$1,112","R$5,800",R$475,R$74,"R$7,461",1,138
4825,R$0,"R$1,740",R$84,R$27,"R$1,851",1,50
4826,R$758,"R$1,148",R$84,R$15,"R$2,005",0,54
4827,R$0,R$976,R$0,R$15,R$991,1,22
4828,R$750,"R$1,300",R$0,R$26,"R$2,076",1,62
4829,"R$5,500","R$15,000","R$1,000",R$191,"R$21,690",1,380
4830,"R$1,036","R$7,450",R$98,R$95,"R$8,679",1,80
4831,"R$1,100","R$1,950",R$0,R$25,"R$3,075",1,70
4832,"R$2,000","R$5,550",R$667,R$71,"R$8,288",1,214
4833,"R$3,100","R$7,500",R$834,R$96,"R$11,530",1,193
4834,R$750,"R$3,000",R$118,R$39,"R$3,907",1,50
4835,"R$3,441","R$8,925","R$2,364",R$114,"R$14,840",1,305
4836,R$700,"R$3,000",R$122,R$39,"R$3,861",1,110
4837,R$600,"R$2,620",R$97,R$11,"R$3,328",1,63
4838,"R$2,200","R$6,000","R$1,000",R$77,"R$9,277",1,202
4839,R$0,"R$3,500",R$270,R$53,"R$3,823",1,70
4840,R$560,"R$3,200",R$88,R$49,"R$3,897",0,110
4841,R$427,"R$1,900",R$0,R$25,"R$2,352",1,80
4842,R$520,"R$2,055",R$0,R$7,"R$2,582",1,58
4843,"R$2,000","R$5,400",R$0,R$69,"R$7,469",1,149
4844,R$0,"R$1,200",R$42,R$19,"R$1,261",1,50
4845,"R$2,744","R$4,100","R$1,615",R$52,"R$8,511",1,200
4846,R$0,"R$7,000",R$425,R$106,"R$7,531",1,200
4847,"R$5,381","R$10,000","R$1,100",R$127,"R$16,610",0,660
4848,R$0,"R$3,300",R$500,R$50,"R$3,850",1,100
4849,"R$2,076","R$13,000",R$334,R$165,"R$15,580",1,91
4850,"R$1,000","R$3,000",R$50,R$39,"R$4,089",1,113
4851,R$250,"R$1,200",R$40,R$16,"R$1,506",0,48
4852,"R$2,000","R$5,100",R$167,R$65,"R$7,332",1,140
4853,R$960,"R$5,500",R$15,R$83,"R$6,558",0,155
4854,"R$1,800","R$11,500","R$1,417",R$146,"R$14,860",1,280
4855,R$0,"R$1,100",R$75,R$17,"R$1,192",1,55
4856,"R$3,500","R$1,700","R$1,417",R$22,"R$6,639",1,360
4857,R$0,R$950,R$75,R$15,"R$1,040",0,60
4858,R$400,"R$2,001",R$0,R$26,"R$2,427",1,32
4859,"R$3,255","R$7,500",R$616,R$96,"R$11,470",1,79
4860,"R$2,000","R$8,000",R$625,R$102,"R$10,730",1,300
4861,R$520,"R$1,550",R$100,R$20,"R$2,190",1,50
4862,R$250,"R$2,000",R$292,R$31,"R$2,573",1,78
4863,Sem info,"R$6,000",R$0,R$91,"R$6,091",1,80
4864,Incluso,"R$1,600",R$80,R$25,"R$1,705",1,50
4865,R$0,"R$2,530",R$174,R$39,"R$2,743",1,110
4866,R$0,"R$12,500",R$706,R$188,"R$13,390",1,280
4867,R$400,"R$1,500",R$101,R$20,"R$2,021",1,64
4868,R$382,R$742,R$0,R$10,"R$1,134",0,37
4869,R$650,"R$2,000",R$100,R$26,"R$2,776",1,30
4870,R$725,"R$2,200",R$130,R$28,"R$3,083",1,50
4871,"R$1,054","R$4,000",R$229,R$51,"R$5,334",1,215
4872,R$790,"R$1,900",R$164,R$25,"R$2,879",1,80
4873,"R$2,000","R$8,500",R$340,R$108,"R$10,950",0,320
4874,R$299,"R$6,000",R$208,R$91,"R$6,598",1,336
4875,R$0,"R$10,000",R$666,R$151,"R$10,820",1,125
4876,"R$1,749","R$13,950",R$479,R$177,"R$16,360",1,106
4877,R$440,"R$2,800",R$100,R$36,"R$3,376",1,40
4878,"R$1,174","R$3,900",R$135,R$50,"R$5,259",1,80
4879,"R$1,680","R$3,710",R$622,R$48,"R$6,060",1,120
4880,R$399,"R$2,100",R$42,R$27,"R$2,568",1,23
4881,R$0,"R$1,100",R$0,R$17,"R$1,117",1,60
4882,R$375,"R$1,756",Incluso,R$13,"R$2,166",1,45
4883,Sem info,"R$1,300",R$250,R$20,"R$1,570",1,110
4884,R$344,"R$2,308",R$0,R$8,"R$2,660",1,42
4885,R$950,"R$2,960",R$459,R$38,"R$4,407",1,120
4886,R$680,"R$4,200",R$118,R$54,"R$5,052",1,78
4887,R$804,"R$3,800",R$257,R$49,"R$4,910",1,127
4888,R$600,"R$4,080",R$167,R$52,"R$4,899",1,63
4889,R$0,"R$1,250",R$0,R$19,"R$1,269",1,60
4890,R$300,R$700,R$100,R$9,"R$1,109",0,76
4891,"R$1,000","R$4,000",R$313,R$51,"R$5,364",1,126
4892,R$220,"R$3,900",R$334,R$59,"R$4,513",1,169
4893,R$300,"R$1,712",R$0,R$7,"R$2,019",1,38
4894,R$150,R$730,R$0,R$10,R$890,1,45
4895,R$0,"R$3,000",R$298,R$46,"R$3,344",1,160
4896,R$0,"R$9,350",R$0,R$141,"R$9,491",1,160
4897,R$590,"R$1,100",R$104,R$14,"R$1,808",0,84
4898,R$480,"R$1,850",R$39,R$24,"R$2,393",1,64
4899,R$370,"R$1,100",R$12,R$14,"R$1,496",0,62
4900,R$240,"R$1,500",R$0,R$20,"R$1,760",1,46
4901,"R$2,100","R$5,000","R$1,149",R$64,"R$8,313",1,140
4902,"R$2,312","R$7,650","R$1,308",R$97,"R$11,370",1,175
4903,R$523,"R$1,100",R$0,R$14,"R$1,637",1,70
4904,"R$4,300","R$20,000",R$959,R$254,"R$25,510",1,315
4905,"R$1,500","R$3,000",R$292,R$39,"R$4,831",1,52
4906,R$0,"R$4,200",R$0,R$64,"R$4,264",0,120
4907,R$570,"R$2,174",R$75,R$28,"R$2,847",1,72
4908,"R$2,200","R$10,000",R$804,R$127,"R$13,130",1,140
4909,R$570,"R$1,800",R$0,R$7,"R$2,377",1,55
4910,"R$1,436","R$4,800",R$234,R$61,"R$6,531",1,140
4911,R$550,"R$2,125",R$67,R$27,"R$2,769",0,75
4912,"R$3,780","R$4,300","R$2,567",R$55,"R$10,700",1,233
4913,"R$1,222","R$3,500",R$486,R$45,"R$5,253",1,112
4914,R$481,"R$2,600",R$118,R$33,"R$3,232",1,83
4915,R$786,"R$2,000",R$109,R$26,"R$2,921",1,60
4916,R$350,"R$2,389",R$83,R$31,"R$2,853",1,30
4917,R$340,"R$1,490",R$0,R$19,"R$1,849",1,50
4918,"R$1,200","R$4,300",R$292,R$31,"R$5,823",1,46
4919,"R$1,100","R$2,649",R$0,R$8,"R$3,757",1,42
4920,R$245,R$650,R$0,R$9,R$904,0,52
4921,R$0,"R$6,000",R$417,R$91,"R$6,508",1,380
4922,R$0,"R$1,650",R$117,R$25,"R$1,792",0,160
4923,R$762,"R$2,500",R$54,R$32,"R$3,348",1,90
